----------------------------------------------
Running adaptive_learning_rate learning with:
	 learning_rate's increase_rate: 1.05
	 learning_rate's decrease_rate: 0.8
	 Left out approach: True
	 max_epoch: 80
	 learning_rate: 0.2
	 batch_size: None
----------------------------------------------
Preparation took 0.03575444221496582 seconds
Using 0.3333 of the data to validate.
Weight errors after epoch 114 is 0.2391304347826087
Weight errors after epoch 115 is 0.23412383141088355
Weight errors after epoch 116 is 1.1521739130434783
Weight errors after epoch 117 is 1.135721302868901
Weight errors after epoch 118 is 2.0869565217391304
Weight errors after epoch 119 is 2.0587853807902046
Weight errors after epoch 120 is 0.45652173913043476
Weight errors after epoch 121 is 0.4487898960437448
Weight errors after epoch 122 is 0.2608695652173913
Weight errors after epoch 123 is 0.25559043787416963
Weight errors after epoch 124 is 1.565217391304348
Weight errors after epoch 125 is 1.5435868256713374
Weight errors after epoch 126 is 0.2826086956521739
Weight errors after epoch 127 is 0.2770570443374558
Weight errors after epoch 128 is 0.32608695652173914
Weight errors after epoch 129 is 0.319990257264028
Weight errors after epoch 130 is 2.0
Weight errors after epoch 131 is 1.9729189549370603
Weight errors after epoch 132 is 0.717391304347826
Weight errors after epoch 133 is 0.7063891736031784
Weight errors after epoch 134 is 1.0869565217391304
Weight errors after epoch 135 is 1.0713214834790425
Weight errors after epoch 136 is 0.9565217391304348
Weight errors after epoch 137 is 0.9425218446993258
Weight errors after epoch 138 is 0.043478260869565216
Weight errors after epoch 139 is 0.044942052611836286
Weight errors after epoch 140 is 0.06521739130434782
Weight errors after epoch 141 is 0.06640865907512235
Weight errors after epoch 142 is 1.2173913043478262
Weight errors after epoch 143 is 1.2001211222587593
Weight errors after epoch 144 is 0.21739130434782608
Weight errors after epoch 145 is 0.21265722494759734
Weight errors after epoch 146 is 2.0
Weight errors after epoch 147 is 1.9729189549370603
Weight errors after epoch 148 is 2.0217391304347827
Weight errors after epoch 149 is 1.9943855614003465
Weight errors after epoch 150 is 1.3478260869565217
Weight errors after epoch 151 is 1.3289207610384763
Weight errors after epoch 152 is 1.9782608695652173
Weight errors after epoch 153 is 1.951452348473774
Weight errors after epoch 154 is 0.5869565217391305
Weight errors after epoch 155 is 0.5775895348234616
Weight errors after epoch 156 is 1.0217391304347827
Weight errors after epoch 157 is 1.0069216640891843
Weight errors after epoch 158 is 0.021739130434782608
Weight errors after epoch 159 is 0.023475446148550076
----------------------
RESULTS
Expected: -46; 	 Found: 48.704127516349416; 	 Error: 94.70412751634942; 	 Relative error: 2.0587853807902046; 	 For term: alarm;
Mean relative error: 2.0587853807902046
Median of relative error: 2.0587853807902046
Variance of relative error: 0.0
Minimum relative error: 2.0587853807902046
Maximum relative error: 2.0587853807902046
----------------------------------------------
MSE of actual solution: 20.01102311932179
Expected weights: {maryCalls: 0, \+maryCalls: 49, earthquake: -37, alarm: -46}
Found weights: {alarm: 48.704127516349416}
